Gene,GeneCards_rank,GeneCards_relevance_score,In_GeneCards_top2000,In_OMIM,Disease_source_pattern
TNFRSF6B,1959,16.8745536804199,Yes,No,"GeneCards top 2,000"
EED,1960,16.8736000061035,Yes,No,"GeneCards top 2,000"
POLN,1961,16.8669624328613,Yes,No,"GeneCards top 2,000"
GAS6-AS1,1962,16.864501953125,Yes,No,"GeneCards top 2,000"
KLK8,1963,16.8524761199951,Yes,No,"GeneCards top 2,000"
FAM83A-AS1,1964,16.8501262664795,Yes,No,"GeneCards top 2,000"
RASA1,1965,16.8462543487549,Yes,No,"GeneCards top 2,000"
ADGRE5,1966,16.8445205688477,Yes,No,"GeneCards top 2,000"
DPP10-AS1,1967,16.8413181304932,Yes,No,"GeneCards top 2,000"
TRIM52-AS1,1968,16.8408355712891,Yes,No,"GeneCards top 2,000"
MST1,1969,16.839469909668,Yes,No,"GeneCards top 2,000"
STAT4,1970,16.8269653320313,Yes,No,"GeneCards top 2,000"
RHOB,1971,16.8221626281738,Yes,No,"GeneCards top 2,000"
CCDC144NL-AS1,1972,16.8213558197021,Yes,No,"GeneCards top 2,000"
GDF10,1973,16.8034362792969,Yes,No,"GeneCards top 2,000"
SPATA18,1974,16.7979068756104,Yes,No,"GeneCards top 2,000"
ARHGEF15,1975,16.7887077331543,Yes,No,"GeneCards top 2,000"
DNAH8,1976,16.7884845733643,Yes,No,"GeneCards top 2,000"
LOC130006206,1977,16.7860736846924,Yes,No,"GeneCards top 2,000"
GRN,1978,16.7789173126221,Yes,No,"GeneCards top 2,000"
BIRC7,1979,16.7779521942139,Yes,No,"GeneCards top 2,000"
SETBP1,1980,16.7757034301758,Yes,No,"GeneCards top 2,000"
TNFRSF14,1981,16.7743339538574,Yes,No,"GeneCards top 2,000"
PIK3R3,1982,16.7648048400879,Yes,No,"GeneCards top 2,000"
GRM8,1983,16.7610816955566,Yes,No,"GeneCards top 2,000"
PCAT2,1984,16.7585716247559,Yes,No,"GeneCards top 2,000"
EPHX1,1985,16.7501201629639,Yes,No,"GeneCards top 2,000"
ACP1,1986,16.7469444274902,Yes,No,"GeneCards top 2,000"
MVP,1987,16.7418575286865,Yes,No,"GeneCards top 2,000"
CEP85L,1988,16.7384624481201,Yes,No,"GeneCards top 2,000"
GPX4,1989,16.7319984436035,Yes,No,"GeneCards top 2,000"
BNIP3,1990,16.7305660247803,Yes,No,"GeneCards top 2,000"
PHGDH,1991,16.7195301055908,Yes,No,"GeneCards top 2,000"
HSP90AB1,1992,16.7057342529297,Yes,No,"GeneCards top 2,000"
IRF8,1993,16.7043952941895,Yes,No,"GeneCards top 2,000"
TNFRSF13B,1994,16.6905002593994,Yes,No,"GeneCards top 2,000"
PLVAP,1995,16.6866836547852,Yes,No,"GeneCards top 2,000"
TMEM147-AS1,1996,16.6742305755615,Yes,No,"GeneCards top 2,000"
RPS27A,1997,16.6691226959229,Yes,No,"GeneCards top 2,000"
NR5A1,1998,16.6668281555176,Yes,No,"GeneCards top 2,000"
UHRF1,1999,16.6599407196045,Yes,No,"GeneCards top 2,000"
NGFR,2000,16.6514377593994,Yes,No,"GeneCards top 2,000"
ACADM,,,No,Yes,OMIM
ACTL8,,,No,Yes,OMIM
ADGRL2,,,No,Yes,OMIM
ADGRL4,,,No,Yes,OMIM
AGTRAP,,,No,Yes,OMIM
AIRIM,,,No,Yes,OMIM
ANGPTL3,,,No,Yes,OMIM
ARHGEF16,,,No,Yes,OMIM
ASAP3,,,No,Yes,OMIM
ATAD3A,,,No,Yes,OMIM
ATP5IF1,,,No,Yes,OMIM
BMP8B,,,No,Yes,OMIM
BRDT,,,No,Yes,OMIM
CASZ1,,,No,Yes,OMIM
CCN1,,,No,Yes,OMIM
CDA,,,No,Yes,OMIM
CDC20,,,No,Yes,OMIM
CENPS,,,No,Yes,OMIM
CHD5,,,No,Yes,OMIM
CITED4,,,No,Yes,OMIM
CLIC4,,,No,Yes,OMIM
CMPK1,,,No,Yes,OMIM
CTH,,,No,Yes,OMIM
CTNNBIP1,,,No,Yes,OMIM
CTRC,,,No,Yes,OMIM
CYP4B1,,,No,Yes,OMIM
CYP4Z1,,,No,Yes,OMIM
CYP4Z2P,,,No,Yes,OMIM
DAB1,,,No,Yes,OMIM
DEPDC1,,,No,Yes,OMIM
DFFA,,,No,Yes,OMIM
DHRS3,,,No,Yes,OMIM
DIRAS3,,,No,Yes,OMIM
DPH2,,,No,Yes,OMIM
DYNLT4,,,No,Yes,OMIM
ELAPOR1,,,No,Yes,OMIM
ELAVL4,,,No,Yes,OMIM
ELOVL1,,,No,Yes,OMIM
ERI3,,,No,Yes,OMIM
ERRFI1,,,No,Yes,OMIM
FABP3,,,No,Yes,OMIM
FUBP1,,,No,Yes,OMIM
GFI1,,,No,Yes,OMIM
GJB3,,,No,Yes,OMIM
GNG12-AS1,,,No,Yes,OMIM
GPX7,,,No,Yes,OMIM
GUCA2B,,,No,Yes,OMIM
HECTD3,,,No,Yes,OMIM
HES2,,,No,Yes,OMIM
HSPB7,,,No,Yes,OMIM
HTR1D,,,No,Yes,OMIM
IFNLR1,,,No,Yes,OMIM
ITGB3BP,,,No,Yes,OMIM
KLF17,,,No,Yes,OMIM
LIN28A,,,No,Yes,OMIM
LMO4,,,No,Yes,OMIM
LPAR3,,,No,Yes,OMIM
LRRC38,,,No,Yes,OMIM
LRRC41,,,No,Yes,OMIM
LRRC42,,,No,Yes,OMIM
LZIC,,,No,Yes,OMIM
MAD2L2,,,No,Yes,OMIM
MARCKSL1,,,No,Yes,OMIM
MATN1,,,No,Yes,OMIM
MDS2,,,No,Yes,OMIM
MFN2,,,No,Yes,OMIM
MIER1,,,No,Yes,OMIM
MIR551A,,,No,Yes,OMIM
MOB3C,,,No,Yes,OMIM
MYSM1,,,No,Yes,OMIM
NBL1,,,No,Yes,OMIM
NOC2L,,,No,Yes,OMIM
NR0B2,,,No,Yes,OMIM
OSCP1,,,No,Yes,OMIM
P3H1,,,No,Yes,OMIM
PARK7,,,No,Yes,OMIM
PAX7,,,No,Yes,OMIM
PDZK1IP1,,,No,Yes,OMIM
PGM1,,,No,Yes,OMIM
PHF13,,,No,Yes,OMIM
PINK1,,,No,Yes,OMIM
PLK3,,,No,Yes,OMIM
PPIE,,,No,Yes,OMIM
PRDM16,,,No,Yes,OMIM
PRDM2,,,No,Yes,OMIM
PRDX1,,,No,Yes,OMIM
PTP4A2,,,No,Yes,OMIM
PTPRF,,,No,Yes,OMIM
PUM1,,,No,Yes,OMIM
RLF,,,No,Yes,OMIM
RNF11,,,No,Yes,OMIM
RNF220,,,No,Yes,OMIM
RNPC3,,,No,Yes,OMIM
RNU1-4,,,No,Yes,OMIM
ROR1,,,No,Yes,OMIM
RPL11,,,No,Yes,OMIM
RPL5,,,No,Yes,OMIM
RPS8,,,No,Yes,OMIM
RRAGC,,,No,Yes,OMIM
RSPO1,,,No,Yes,OMIM
RSRP1,,,No,Yes,OMIM
S100PBP,,,No,Yes,OMIM
SAMD13,,,No,Yes,OMIM
SDC3,,,No,Yes,OMIM
SELENOF,,,No,Yes,OMIM
SELENON,,,No,Yes,OMIM
SERINC2,,,No,Yes,OMIM
SESN2,,,No,Yes,OMIM
SFN,,,No,Yes,OMIM
SH3BGRL3,,,No,Yes,OMIM
SH3D21,,,No,Yes,OMIM
SH3GLB1,,,No,Yes,OMIM
SLC25A33,,,No,Yes,OMIM
SMIM1,,,No,Yes,OMIM
SNIP1,,,No,Yes,OMIM
SORT1,,,No,Yes,OMIM
SRARP,,,No,Yes,OMIM
SSX2IP,,,No,Yes,OMIM
ST6GALNAC5,,,No,Yes,OMIM
SVBP,,,No,Yes,OMIM
SZRD1,,,No,Yes,OMIM
TAL1,,,No,Yes,OMIM
TENT5B,,,No,Yes,OMIM
TFAP2E,,,No,Yes,OMIM
THEMIS2,,,No,Yes,OMIM
TINAGL1,,,No,Yes,OMIM
TMEM240,,,No,Yes,OMIM
TNFRSF25,,,No,Yes,OMIM
TRIM62,,,No,Yes,OMIM
TRIT1,,,No,Yes,OMIM
TTC4,,,No,Yes,OMIM
UBR4,,,No,Yes,OMIM
UQCRH,,,No,Yes,OMIM
USP33,,,No,Yes,OMIM
WNT4,,,No,Yes,OMIM
XKR8,,,No,Yes,OMIM
YRDC,,,No,Yes,OMIM
YTHDF2,,,No,Yes,OMIM
ZC3H12A,,,No,Yes,OMIM
